neighbourhood,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
21,0,30,17,315,50
6,1,2,1,34,150
81,0,2,1,365,63
6,1,2,1,0,60
21,0,1,1,0,70
6,1,3,1,0,140
4,0,5,1,17,51
6,1,3,1,4,125
12,1,1,1,0,99
1,1,2,1,0,295
19,1,1,1,0,200
4,0,2,2,32,65
8,1,2,1,0,250
25,1,30,2,159,135
100,1,1,1,97,80
7,1,2,1,0,390
12,1,1,1,0,180
6,1,3,1,0,135
9,0,1,1,0,110
83,0,2,5,157,39
67,2,3,2,349,25
2,0,1,2,0,70
56,0,4,1,0,65
1,1,1,1,201,399
7,1,3,2,17,199
52,1,7,1,0,123
11,0,1,1,0,150
30,0,3,1,112,80
68,1,5,1,0,190
52,1,2,1,0,148
12,1,2,1,157,90
28,1,2,1,0,115
100,1,2,1,349,117
8,1,14,1,34,250
7,1,5,1,34,195
147,0,1,1,139,45
73,2,1,5,342,45
22,0,2,6,50,62
56,1,3,1,0,125
54,1,1,1,360,86
11,1,3,1,0,225
30,0,1,1,158,95
53,0,3,1,10,120
45,0,1,1,13,80
7,1,2,2,63,170
4,0,1,4,365,79
12,0,2,1,0,82
8,1,30,5,261,130
18,0,1,2,357,42
15,1,2,1,0,110
12,0,2,1,32,95
67,0,3,2,40,70
126,0,3,1,0,40
163,1,4,1,15,51
28,1,2,1,0,180
39,0,2,1,0,55
37,0,1,4,333,55
124,1,2,1,356,120
11,1,2,1,0,264
12,0,5,1,0,58
6,1,5,1,0,80
14,1,30,232,211,362
37,0,1,1,66,40
12,0,9,2,15,70
12,0,1,1,0,50
19,0,2,2,1,95
54,1,6,1,69,71
24,0,1,3,305,50
20,1,5,1,159,135
52,1,30,1,332,215
54,0,1,1,341,37
21,0,1,3,0,46
12,0,3,1,19,85
12,1,10,1,152,130
6,0,7,1,0,42
15,0,30,7,223,66
31,0,5,2,0,35
12,0,1,1,0,60
30,1,1,1,1,85
56,1,5,4,173,110
6,0,2,3,260,50
1,0,1,1,0,99
15,1,7,1,157,165
1,1,2,1,131,260
11,1,4,1,48,200
76,1,30,1,312,100
21,1,1,1,0,210
16,1,2,1,4,120
17,1,2,1,0,159
4,1,6,2,251,200
85,0,2,2,186,70
43,1,2,327,313,215
71,0,1,7,51,200
20,1,20,1,0,85
21,0,2,1,0,80
8,0,3,1,0,65
79,1,2,1,0,92
28,0,1,1,2,95
76,1,3,1,325,99
13,1,2,1,95,200
28,1,3,1,0,139
30,0,2,1,0,30
7,1,2,1,200,199
11,1,3,1,0,195
6,1,4,1,9,94
12,1,2,1,0,250
111,0,8,1,109,59
26,1,30,232,338,314
16,1,2,1,175,250
37,0,30,1,87,57
33,1,1,1,0,110
28,1,1,1,0,90
23,1,13,1,0,208
6,0,1,2,220,75
87,2,3,1,161,65
22,0,1,1,333,72
22,1,3,1,0,95
15,1,1,1,98,125
28,0,3,5,169,74
6,0,2,2,307,99
3,0,3,2,150,59
2,1,3,3,297,350
8,1,30,8,220,150
6,0,1,2,310,40
56,1,4,1,101,140
53,1,1,1,229,250
24,0,1,6,229,62
8,0,2,4,4,70
2,1,5,1,12,105
1,0,3,1,169,350
2,0,6,2,0,89
1,0,1,5,342,365
158,0,1,1,80,80
12,1,2,1,0,120
63,0,4,5,55,50
11,1,105,2,85,217
8,1,4,1,63,150
103,0,1,3,81,75
24,0,20,2,7,38
44,1,3,1,19,115
28,1,3,2,273,180
12,0,2,1,0,150
19,1,2,3,201,189
16,1,3,1,125,180
117,0,1,1,86,50
9,0,1,4,257,50
12,1,2,1,244,220
2,0,2,1,76,65
7,0,7,47,342,55
52,1,5,1,229,500
12,1,30,1,59,165
30,0,30,2,99,59
28,0,3,5,156,71
6,1,3,1,0,109
4,1,2,1,102,150
12,0,3,1,0,42
83,1,2,1,298,140
30,0,4,5,16,79
159,0,1,1,36,40
53,1,2,1,360,230
37,1,2,3,102,72
21,0,15,1,0,35
2,2,1,1,315,75
12,1,1,1,0,129
7,2,1,5,46,80
71,0,1,7,351,304
12,0,3,2,11,99
6,0,2,1,0,58
43,0,3,1,0,128
12,0,7,1,0,70
79,1,4,1,12,180
37,0,1,4,2,50
11,0,90,1,338,80
2,0,1,2,363,60
83,1,2,1,32,260
6,1,1,1,228,150
26,1,1,1,20,299
49,1,2,3,331,175
166,0,1,3,310,37
6,1,7,1,13,103
2,0,3,2,0,100
4,0,2,1,11,76
21,0,5,4,325,59
47,1,2,1,364,250
20,0,3,1,0,40
6,0,5,7,0,44
11,1,2,1,0,200
4,0,3,2,90,79
15,0,2,1,224,35
12,1,2,1,0,225
19,1,2,1,278,142
30,0,1,1,0,28
64,0,30,5,125,59
1,1,7,1,203,170
10,1,2,1,0,130
60,0,3,1,0,75
1,1,3,1,9,145
6,1,3,1,269,125
44,0,1,1,0,85
13,1,3,1,0,1200
22,0,2,1,0,40
79,0,1,5,208,32
37,0,3,2,90,90
14,1,2,1,25,290
21,0,1,1,0,95
2,0,1,1,0,95
8,1,1,1,0,165
7,0,1,2,107,65
4,0,1,1,0,97
29,0,1,13,315,55
14,0,1,20,365,199
21,2,30,6,342,32
1,1,30,232,341,365
4,0,2,3,365,100
32,1,14,1,17,115
19,1,2,1,0,279
29,1,5,2,0,280
13,0,3,1,130,120
54,0,30,3,288,40
11,1,2,1,141,245
12,1,1,1,262,134
4,2,1,1,0,55
30,1,1,1,0,79
8,1,30,87,354,267
162,0,1,2,337,36
12,1,3,1,70,265
19,1,1,1,69,200
15,1,4,2,98,325
182,0,1,2,359,69
31,0,1,1,0,100
20,0,21,1,0,54
10,1,1,1,253,160
3,1,12,3,365,169
12,1,5,1,0,175
12,0,10,1,78,250
9,0,2,1,315,125
3,0,7,1,0,80
7,1,2,1,60,445
7,1,2,1,0,649
7,0,1,2,245,99
56,0,1,9,276,55
162,2,1,6,365,37
7,1,30,39,336,185
68,1,2,1,66,690
29,1,3,1,28,390
54,0,3,5,311,46
5,1,30,1,351,265
6,0,30,4,153,60
0,0,1,1,0,80
8,1,14,1,261,120
43,1,29,327,325,100
30,1,5,1,252,300
165,0,5,1,349,44
85,0,1,5,359,59
21,0,3,1,158,49
12,0,2,2,0,46
107,0,1,1,0,31
6,0,2,5,337,87
15,0,2,1,184,64
8,1,1,1,277,148
12,1,3,1,0,200
28,0,25,10,284,49
54,1,1,1,60,91
45,0,3,6,133,100
1,1,3,1,41,182
8,1,3,1,0,120
17,1,1,3,236,50
19,1,3,1,4,120
12,1,2,1,0,175
1,0,1,8,321,100
24,1,25,1,5,100
21,0,2,1,307,61
3,0,1,1,179,69
36,0,7,1,0,59
30,1,2,1,72,125
16,1,2,1,8,150
1,1,30,91,140,125
15,1,15,1,0,80
6,1,3,4,269,399
33,1,7,1,0,200
4,0,3,3,213,80
3,1,7,1,280,150
28,1,30,29,188,108
20,0,3,1,27,150
4,1,2,1,0,130
12,1,2,2,0,250
10,1,3,2,259,150
15,1,6,1,32,77
121,0,1,1,0,100
24,1,2,1,0,99
21,0,2,1,310,52
141,0,3,1,342,50
2,1,30,2,331,110
2,1,1,1,198,150
19,1,5,1,0,100
37,1,2,7,68,278
2,1,3,2,0,203
33,1,5,1,88,125
7,1,3,1,270,420
4,1,5,1,0,100
20,0,1,7,59,102
5,1,30,31,128,150
21,0,4,1,0,65
21,0,1,2,5,106
15,1,3,9,72,87
56,1,1,1,24,150
1,0,3,1,201,382
51,1,2,1,295,185
1,0,1,2,268,250
12,0,1,1,0,99
6,0,1,2,0,90
9,1,3,2,11,199
56,0,1,2,49,90
23,0,2,1,0,75
6,1,30,1,189,130
6,1,14,1,364,250
6,1,2,1,332,67
19,1,1,5,97,369
1,1,1,8,0,310
21,1,7,1,1,180
102,1,13,1,0,140
1,1,2,2,363,650
25,0,1,6,356,120
12,0,14,1,0,73
19,0,3,2,173,120
43,0,14,2,146,90
24,0,7,1,5,22
90,0,90,2,0,30
28,1,14,1,0,180
6,0,28,4,310,45
29,1,4,1,92,250
26,1,1,1,0,140
6,1,3,1,102,99
7,1,2,1,0,177
4,0,3,1,0,60
28,1,3,1,0,125
102,0,1,1,0,70
123,1,2,1,287,350
13,0,1,1,157,65
12,1,2,1,0,180
2,0,1,2,0,130
17,0,2,2,86,60
121,1,2,2,117,60
44,1,6,1,55,175
26,1,30,1,90,134
15,1,4,2,0,150
12,0,3,1,0,45
6,0,9,1,83,60
12,1,15,1,35,300
3,1,2,1,294,120
61,2,1,1,0,37
1,1,30,96,0,145
205,0,1,1,365,80
23,0,9,1,0,70
2,0,1,2,8,69
15,0,7,3,59,65
21,0,3,1,0,60
16,1,3,1,0,160
23,1,1,4,229,160
12,0,1,1,0,200
37,1,1,4,150,85
23,1,3,1,1,180
6,0,3,2,217,50
79,1,7,1,0,150
141,0,3,2,326,50
148,1,10,3,30,299
24,0,2,4,132,49
6,2,1,34,365,36
28,0,3,1,18,89
25,0,5,1,0,69
17,1,1,3,129,150
35,0,1,2,37,40
118,1,3,1,55,60
20,1,2,1,0,205
2,0,5,1,30,60
12,1,2,1,0,129
12,1,4,1,158,135
12,0,1,3,16,90
152,0,1,2,340,65
23,2,1,4,197,40
71,1,1,1,127,249
49,1,2,1,361,93
162,0,1,1,347,60
8,1,30,25,313,300
70,0,7,13,296,38
6,1,3,1,66,99
28,0,6,1,59,99
15,1,4,9,65,399
4,0,2,1,166,75
1,1,184,2,0,175
79,1,7,1,66,100
22,0,2,2,68,80
34,1,3,1,134,165
23,1,6,1,0,90
126,1,1,1,236,150
12,1,1,1,0,200
13,0,30,25,334,48
12,1,5,2,28,182
24,0,1,1,95,109
61,0,2,2,349,75
12,1,30,1,157,165
12,0,15,1,37,45
37,1,1,1,121,69
139,1,3,2,327,149
2,0,1,1,129,90
6,1,2,1,64,100
16,0,2,1,126,100
21,1,2,1,357,200
6,1,5,1,9,200
12,1,2,2,225,225
28,1,1,1,365,1046
7,0,2,1,78,130
1,1,1,17,267,120
19,0,1,2,0,125
4,0,1,2,98,60
99,1,1,2,257,60
118,1,3,1,26,65
13,0,1,2,41,75
81,0,30,37,0,32
2,1,6,1,192,115
21,0,2,1,0,55
2,2,1,1,90,100
8,2,1,1,331,60
24,1,4,1,0,120
12,1,2,1,188,151
43,1,2,327,333,235
6,1,2,1,0,225
2,1,1,2,365,350
5,1,5,1,0,239
6,0,2,1,6,45
12,1,3,1,69,150
2,0,7,2,0,60
39,0,1,1,0,115
117,0,4,3,81,85
56,0,4,1,74,63
4,0,1,1,0,195
29,1,1,1,0,550
59,0,3,1,88,100
2,1,1,3,248,175
5,1,2,327,153,243
7,1,2,1,8,179
22,0,27,2,0,50
6,1,1,1,248,110
1,0,3,1,0,120
7,1,4,1,17,119
52,1,5,1,240,578
7,0,7,47,324,55
2,0,5,2,110,69
37,0,2,1,0,55
81,1,2,5,107,78
25,0,2,2,14,93
214,1,1,1,360,250
110,0,1,2,86,129
19,0,9,1,0,56
11,1,2,1,0,180
83,1,1,1,314,105
178,1,1,1,166,85
2,0,6,8,324,43
6,1,4,1,303,190
60,0,2,1,3,160
150,1,90,7,93,48
2,1,2,1,0,95
43,1,30,232,365,233
10,1,28,1,167,105
24,1,4,2,341,98
2,1,60,2,3,125
22,0,2,6,196,68
29,0,3,1,0,80
12,0,17,4,362,60
7,1,1,1,311,250
2,1,3,1,192,165
12,0,4,2,195,55
12,1,5,1,0,140
59,2,1,1,0,35
22,1,3,1,69,100
29,1,3,1,226,295
8,2,1,2,363,50
14,0,1,1,89,2800
19,0,3,1,0,119
31,0,2,1,126,83
90,1,20,1,46,165
123,1,1,1,0,200
12,1,6,1,0,249
21,1,2,1,185,125
56,0,1,1,365,100
14,1,1,1,331,215
37,1,1,4,160,460
19,1,2,1,0,180
68,1,3,1,25,180
1,1,30,65,365,290
3,1,1,2,308,399
6,0,2,2,0,70
6,0,3,2,0,80
129,1,3,1,0,63
12,1,1,1,0,215
2,0,1,1,0,59
7,1,3,1,30,199
27,1,3,1,4,150
37,1,1,6,265,229
22,0,3,1,0,70
6,0,1,1,0,55
9,0,2,1,0,100
100,0,1,2,365,50
12,0,3,2,0,59
11,1,3,1,262,205
182,2,1,1,0,110
44,1,7,1,0,150
23,1,6,2,51,180
6,0,7,1,105,65
39,0,5,1,0,67
15,1,3,1,0,99
7,0,5,1,8,120
80,1,3,1,20,60
26,1,1,1,0,120
1,1,3,1,0,450
21,0,6,1,0,50
14,1,5,1,0,160
12,1,30,1,286,120
21,0,1,1,0,43
77,1,1,1,0,450
99,1,1,1,14,85
6,1,2,1,1,125
20,1,1,1,0,90
24,1,6,1,0,70
25,1,30,8,358,95
23,1,30,1,332,299
54,0,2,4,54,53
11,1,16,1,339,150
2,1,30,2,244,150
19,1,2,2,169,300
15,0,1,1,9,97
26,0,30,26,345,75
23,0,1,1,0,81
20,1,3,1,181,120
24,1,2,1,0,64
113,1,7,1,0,123
12,1,5,1,0,160
11,1,2,1,0,150
8,0,1,2,0,150
41,0,1,2,0,40
12,0,2,1,282,75
45,0,10,2,83,63
4,1,1,1,0,250
8,1,2,1,231,200
15,0,2,1,0,150
21,0,2,10,360,75
22,1,1,1,0,72
12,0,2,1,156,86
12,0,1,2,51,88
90,0,4,2,343,49
68,1,2,1,0,169
12,1,4,1,188,170
29,0,2,1,90,100
103,1,1,1,150,60
19,0,3,1,0,90
3,0,2,1,0,75
7,0,2,1,39,85
12,1,5,1,0,220
11,1,3,1,0,194
2,1,5,2,39,200
23,0,1,1,2,79
79,1,10,1,0,80
87,1,3,5,262,88
22,0,2,2,307,160
14,0,2,1,0,109
6,0,6,1,88,75
124,1,7,3,122,120
183,1,1,1,282,60
3,1,3,1,0,109
2,1,4,1,128,140
51,0,3,2,195,85
12,0,3,2,179,109
23,1,4,1,129,350
6,1,2,1,0,99
12,1,4,1,0,100
21,1,3,1,0,100
1,1,28,49,241,675
13,1,3,1,6,316
18,0,4,1,0,50
101,0,2,1,0,65
77,0,1,1,0,80
5,1,2,327,58,300
8,1,30,232,1,283
45,1,5,1,0,120
19,1,30,1,0,250
20,1,1,1,0,130
28,2,2,1,0,85
64,0,4,1,0,95
121,1,2,1,45,150
6,0,3,6,57,30
46,1,1,2,180,66
29,0,2,1,0,130
57,0,1,1,364,300
2,1,31,1,342,92
6,1,2,1,88,200
183,0,1,2,180,70
28,1,2,1,164,150
15,0,2,2,84,49
24,2,2,1,35,45
6,0,2,1,13,120
30,0,1,3,365,80
22,1,3,2,138,61
63,0,2,3,334,95
28,1,30,16,332,125
8,1,30,34,304,250
6,0,1,1,0,40
29,1,3,1,31,450
1,1,30,121,352,239
6,0,30,3,365,65
4,0,1,1,0,85
56,0,1,2,0,60
15,0,3,1,301,100
14,0,6,1,0,90
2,1,30,1,245,95
28,1,30,8,306,90
2,1,2,1,0,300
3,1,7,1,0,135
9,1,2,1,0,125
8,1,30,8,113,99
2,1,4,2,0,224
8,1,30,8,332,295
6,2,4,1,0,45
21,0,5,3,0,65
30,1,3,1,0,215
103,1,2,1,365,200
16,1,2,1,0,200
12,0,2,1,0,90
29,0,1,13,339,65
4,0,1,1,0,76
32,1,1,1,0,100
4,1,5,1,0,9999
1,0,1,11,179,700
6,0,2,1,358,175
6,1,3,1,273,165
68,1,5,1,0,350
56,1,2,1,0,74
6,0,3,2,320,43
12,0,2,1,0,78
44,0,14,1,332,75
23,1,4,1,271,195
1,0,3,2,26,89
23,1,1,1,0,150
2,1,3,1,175,259
49,1,1,2,279,130
28,1,8,1,14,220
20,1,2,1,2,100
9,1,2,1,109,399
28,1,7,1,11,250
21,0,5,1,0,40
21,0,3,3,67,70
64,1,2,1,0,124
25,0,4,1,8,74
12,1,2,1,200,146
19,1,2,1,363,450
146,1,2,1,0,142
12,1,30,5,222,249
100,1,2,1,191,160
7,0,4,1,0,95
12,0,3,3,0,89
124,0,1,4,164,40
12,1,6,1,0,150
2,1,5,1,84,120
54,1,6,2,128,150
2,0,3,3,365,75
13,1,1,1,0,195
22,1,5,2,98,63
7,1,30,18,365,534
104,1,2,1,175,119
43,1,4,1,39,160
12,1,30,6,335,210
12,0,1,1,345,78
12,0,5,1,0,48
21,0,1,1,0,70
28,0,60,2,90,69
2,0,3,3,224,135
95,0,7,1,0,30
28,1,1,1,262,165
56,0,1,1,0,110
19,0,14,2,0,120
6,1,14,1,0,99
145,0,1,1,172,82
7,0,5,1,0,98
28,1,31,33,325,200
14,0,1,4,362,159
12,1,2,1,0,167
18,1,3,1,0,65
123,0,2,1,87,45
7,1,3,1,31,99
1,1,7,1,0,200
2,0,1,4,354,75
28,0,5,1,341,185
19,1,7,1,0,130
157,0,1,3,39,39
120,1,2,1,162,110
6,0,29,37,0,33
183,0,1,3,167,60
33,1,2,1,45,200
28,1,30,16,261,89
29,1,6,1,0,150
37,0,1,6,125,60
71,1,4,1,0,190
2,0,20,2,232,75
12,1,3,1,140,228
6,0,3,1,0,50
8,1,2,1,261,115
30,0,2,1,0,28
10,1,2,1,345,195
12,1,30,1,0,149
5,1,2,1,163,515
25,0,1,8,298,89
7,0,3,1,26,110
111,2,5,8,365,30
103,1,3,2,322,99
28,1,1,1,0,95
129,0,1,1,3,45
1,1,4,1,320,170
5,1,30,232,323,282
4,1,3,2,28,191
3,2,1,2,19,50
2,0,1,2,169,70
6,1,1,1,83,240
23,1,2,1,279,395
8,1,1,1,7,325
36,1,5,1,0,140
14,0,1,1,0,135
4,0,2,1,176,99
49,1,3,1,192,88
33,1,3,1,0,100
69,0,3,1,155,80
22,1,1,1,0,99
51,1,4,1,33,160
23,1,1,2,280,250
6,0,5,1,0,50
27,1,2,1,0,650
27,1,3,2,3,450
26,1,29,96,323,187
63,2,4,5,332,35
81,0,1,1,365,443
1,0,1,1,365,189
2,0,2,1,0,65
12,1,20,1,0,198
26,1,2,4,74,95
6,0,1,3,238,88
16,1,3,2,101,130
22,1,1,3,0,92
7,1,1,1,0,300
2,1,2,1,39,88
6,1,3,2,97,550
43,1,29,96,31,185
29,1,3,1,11,300
22,0,2,1,0,60
2,1,5,2,163,165
81,0,2,1,0,69
2,0,2,1,135,100
23,0,2,1,179,99
151,1,2,1,71,115
32,1,2,1,0,103
22,0,1,1,0,95
12,0,1,1,0,47
49,1,3,2,363,140
43,0,5,1,0,80
2,1,3,1,256,220
87,0,1,4,0,31
70,0,1,5,0,58
4,2,1,1,0,60
4,0,1,2,26,69
52,0,30,1,90,200
144,0,3,1,179,40
52,1,2,1,0,175
18,1,18,1,16,85
2,1,2,1,0,102
12,0,4,1,0,70
81,0,2,1,296,51
4,0,4,1,0,65
21,0,2,1,0,29
12,0,14,1,139,70
62,1,30,1,363,75
60,0,1,3,166,300
6,0,30,3,365,65
2,1,1,1,158,200
43,1,1,1,0,200
12,1,30,1,0,99
34,1,2,2,67,225
20,1,5,1,26,230
16,0,2,6,304,110
1,1,30,91,127,133
8,1,12,1,0,150
6,1,2,2,0,120
26,1,30,232,268,352
2,0,3,1,362,100
13,1,2,1,0,140
6,1,2,2,41,110
12,1,1,1,359,280
6,0,1,2,75,65
12,1,2,1,0,300
34,0,2,1,0,70
8,1,2,1,142,175
4,0,1,1,26,105
19,0,30,1,238,95
68,1,10,1,48,200
28,1,2,2,358,250
38,1,3,1,0,120
4,0,4,1,0,66
21,0,1,1,0,50
2,1,1,1,0,85
26,1,30,91,342,142
83,0,2,1,16,50
12,1,7,1,16,105
23,0,3,3,76,80
19,0,1,1,19,85
26,1,3,1,0,275
21,0,3,1,294,75
2,0,1,2,87,150
68,1,10,1,33,300
6,1,3,1,261,111
14,1,30,121,282,169
12,1,180,1,310,400
17,1,5,1,0,160
80,1,1,1,0,175
30,0,7,1,0,29
116,1,9,4,273,219
21,0,3,1,0,48
21,0,2,1,346,46
2,0,3,2,13,55
2,0,1,1,0,75
6,0,2,1,89,200
39,1,15,1,18,250
28,1,4,1,16,115
8,1,4,1,0,100
6,0,2,1,11,75
7,1,3,1,0,162
45,1,31,1,0,150
16,1,4,2,262,125
25,1,20,1,0,110
30,1,5,1,191,70
1,1,5,1,0,140
68,1,30,33,364,216
45,0,20,1,0,62
13,0,2,3,13,70
49,0,1,1,167,75
21,2,1,2,365,47
43,0,3,3,17,176
1,0,1,1,6,80
6,0,2,1,365,75
16,1,7,1,94,150
43,0,8,1,0,100
21,0,5,1,0,45
111,0,3,1,0,103
28,1,3,1,0,275
79,1,5,1,0,64
56,0,1,5,173,60
13,1,1,1,0,185
16,1,3,2,305,165
54,0,6,1,100,50
2,1,2,1,0,130
6,1,1,1,0,200
7,0,365,1,337,99
117,2,7,4,21,32
6,1,3,1,122,140
87,2,1,2,51,34
111,0,2,3,171,38
39,1,5,1,0,85
6,1,14,1,6,98
2,0,2,1,13,80
32,1,180,1,365,100
14,0,3,1,0,70
25,1,5,1,90,74
24,0,2,1,209,95
6,0,2,1,1,40
12,0,2,2,335,110
11,0,3,2,39,150
7,0,2,3,0,100
2,0,7,1,0,63
43,1,2,1,0,175
53,0,2,2,23,95
2,0,2,1,0,80
26,0,4,2,0,95
46,1,5,1,44,127
11,1,10,1,365,200
8,1,1,1,0,120
30,0,7,1,0,70
21,0,1,2,178,60
20,0,2,1,0,50
2,0,2,2,346,92
16,0,2,1,60,90
7,1,30,121,165,239
43,0,4,1,0,96
12,0,2,8,87,60
19,1,5,1,0,250
54,0,2,2,0,47
2,1,30,1,365,112
27,0,5,1,0,85
56,1,1,1,60,170
24,1,2,1,0,70
6,1,7,2,0,95
35,1,2,2,7,65
26,1,30,8,365,155
59,1,30,2,346,90
32,1,4,1,230,200
87,1,10,1,0,65
44,1,2,1,0,75
8,1,7,1,0,250
31,0,5,1,0,30
25,1,1,2,304,100
171,1,2,1,56,80
1,1,4,1,0,500
32,1,2,1,30,188
6,1,1,2,137,115
7,0,1,2,237,68
21,0,2,1,0,60
105,0,1,1,180,130
28,1,3,1,324,230
56,0,2,2,177,60
16,1,1,1,0,250
127,1,2,2,300,76
84,1,1,1,360,200
12,0,7,1,0,75
14,1,7,1,0,275
7,1,1,1,364,200
6,1,2,1,92,150
24,0,4,1,330,110
21,1,7,1,0,70
2,0,21,1,286,55
8,1,2,1,21,250
16,1,60,1,0,180
16,1,4,1,0,139
6,0,4,1,0,85
30,1,1,2,79,150
11,1,3,1,88,289
90,2,10,12,0,24
30,0,3,2,0,45
6,0,2,2,0,95
12,0,2,1,83,85
22,1,2,1,168,98
19,1,5,1,0,82
84,1,1,1,363,500
28,0,1,1,0,150
15,0,5,1,206,29
165,1,1,1,52,110
60,1,4,1,0,175
6,1,5,1,0,99
39,1,2,2,229,170
7,1,1,1,164,330
20,1,2,1,0,100
162,1,2,6,336,119
12,0,2,1,0,80
25,1,3,1,314,225
6,0,30,4,333,65
128,0,2,2,184,49
179,1,2,1,44,125
83,1,2,1,288,144
19,1,1,1,363,101
19,0,2,4,307,110
6,1,1,1,0,70
6,1,5,1,127,165
10,0,1,2,308,60
69,0,2,4,172,47
8,1,4,1,0,120
30,0,3,1,0,34
2,1,2,1,0,120
2,0,2,1,0,70
2,0,30,103,214,52
8,0,1,1,0,180
20,0,2,1,0,75
8,1,1,6,320,199
11,1,2,1,0,198
21,0,4,2,0,48
12,1,5,1,117,350
20,1,1,1,0,150
20,0,5,2,0,70
15,1,4,1,9,153
171,1,3,1,351,119
23,0,20,1,3,80
82,0,2,1,50,55
52,0,3,1,0,111
1,0,7,3,309,125
6,1,4,2,24,159
44,1,24,1,183,110
41,1,1,1,364,1000
4,0,2,1,273,105
6,1,3,1,80,165
12,1,1,1,44,185
15,0,1,1,251,67
15,0,4,1,16,72
56,0,2,1,53,45
68,1,5,1,0,275
21,1,2,2,260,250
12,0,1,3,12,99
4,1,2,1,272,140
64,1,3,1,0,300
14,1,29,96,279,202
23,0,14,1,0,80
15,0,7,1,36,35
44,0,180,1,266,100
21,0,2,1,362,75
12,0,2,1,0,80
56,1,4,1,0,225
37,1,1,1,145,200
7,0,1,1,0,60
15,1,5,1,0,100
71,0,1,1,0,100
10,0,7,4,36,99
2,0,4,2,10,45
73,0,3,2,42,44
26,1,30,232,326,271
12,1,30,1,330,165
12,1,4,1,237,165
46,0,1,4,155,55
20,0,2,1,47,130
21,1,1,1,365,179
56,1,1,1,25,150
6,1,4,1,126,120
2,1,3,2,5,106
19,0,1,2,0,75
8,0,1,6,326,59
12,0,2,1,0,60
12,1,2,1,35,175
12,1,2,2,11,209
56,0,1,1,51,69
15,1,2,2,267,110
1,1,2,1,0,450
11,0,1,5,310,999
4,0,1,4,106,79
144,0,2,2,90,30
60,0,3,2,60,95
39,0,1,2,0,49
28,1,10,1,21,100
19,0,1,1,0,80
64,1,3,1,85,249
8,1,1,1,0,87
54,1,2,1,220,140
56,0,2,2,338,63
99,0,1,2,89,70
64,1,3,1,113,280
2,1,3,1,159,150
52,0,2,1,0,60
56,0,2,3,244,95
21,0,3,2,15,70
20,1,5,1,0,120
28,1,30,1,215,320
13,0,30,25,337,48
51,0,1,2,0,51
1,1,30,1,210,333
99,0,2,1,0,80
44,1,3,1,192,140
49,0,2,1,0,70
28,1,2,1,0,155
14,1,2,1,70,180
44,1,3,1,65,50
33,1,2,1,0,150
12,1,1,1,0,180
8,1,1,1,87,165
17,1,3,1,71,160
28,1,7,1,12,137
30,0,1,1,179,215
26,0,2,3,267,135
8,1,1,1,22,169
2,1,5,1,0,169
2,0,1,1,0,45
21,0,2,2,0,50
22,0,10,1,0,50
1,1,1,1,0,300
21,0,5,1,0,60
40,0,2,2,164,125
2,1,1,2,7,310
16,1,2,1,0,135
7,1,4,1,0,250
39,1,6,1,43,75
19,1,2,1,0,90
1,1,3,2,0,350
14,0,3,1,0,99
23,0,1,4,0,89
39,0,3,1,1,55
43,1,2,327,331,220
20,1,5,1,0,95
1,1,4,2,270,215
28,0,7,2,23,115
37,1,2,2,311,119
56,0,6,1,180,75
71,0,1,7,296,100
60,1,2,1,0,159
56,1,3,1,0,95
65,0,1,1,0,50
21,0,1,1,189,45
14,0,7,1,31,63
1,0,1,1,0,130
11,1,2,1,0,135
8,0,2,4,112,50
4,0,5,1,0,125
101,0,2,1,0,99
6,0,2,5,125,50
56,1,7,1,82,140
39,0,6,1,14,45
82,1,5,1,0,85
5,1,4,1,0,600
16,1,5,1,8,100
20,1,5,1,0,154
193,1,1,6,364,450
21,0,3,5,40,69
6,0,30,2,250,26
25,0,1,2,50,89
37,0,2,7,57,140
4,0,2,1,0,50
162,0,1,2,75,35
15,0,30,2,89,48
118,1,30,1,121,60
113,1,1,1,0,150
21,0,2,5,348,65
29,1,5,2,0,149
8,1,1,1,0,400
6,0,4,1,2,48
12,0,3,1,282,64
180,0,1,1,0,100
15,1,5,2,88,145
177,0,2,1,36,23
7,0,2,3,316,134
160,2,5,7,365,31
45,0,2,1,0,60
49,1,3,1,0,95
8,0,1,2,0,89
21,0,1,1,0,30
82,1,2,1,0,99
23,1,4,1,0,120
21,0,1,1,0,60
8,1,3,1,57,900
21,0,4,1,0,46
14,0,1,1,0,100
12,1,2,2,0,115
2,1,7,3,269,165
106,1,2,1,166,250
12,0,2,5,0,60
11,1,1,1,5,750
24,0,28,3,319,65
16,1,14,1,0,150
2,0,1,1,0,300
43,0,1,2,0,130
44,0,2,1,80,56
26,1,2,1,0,225
30,0,28,1,284,36
84,1,4,1,17,179
11,0,1,1,330,90
14,1,3,1,63,200
4,0,1,1,0,67
21,0,2,2,36,40
12,0,4,1,0,60
0,0,2,4,231,36
2,1,3,1,205,202
2,0,2,1,0,68
52,1,3,1,29,265
122,1,30,3,0,221
71,0,1,15,336,100
10,0,4,1,0,150
27,2,2,1,0,195
12,0,1,1,0,120
0,0,2,1,365,250
129,0,3,1,0,31
16,1,3,1,23,135
23,1,30,1,286,200
28,1,1,1,0,150
79,1,2,2,306,225
2,0,1,1,365,50
12,1,3,1,0,200
43,1,30,232,61,232
